derivative_axis,axis_unit,wavelength_nm,energy_eV,processed_signal,first_derivative,second_derivative,method,assignment_source
1.882,eV,658.7895770456961,1.882,0.028641220555852023,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.888,eV,656.6959661016949,1.888,0.02867913920619075,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.894,eV,654.6156198521647,1.894,0.02871705785652948,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.9,eV,652.5484126315789,1.9,0.028754976506868205,0.006319775056454535,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.906,eV,650.4942203567681,1.906,0.028792895157206937,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.912,eV,648.4529205020921,1.912,0.028830813807545663,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.918,eV,646.4243920750782,1.918,0.028868732457884388,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.924,eV,644.4085155925155,1.924,0.028906651108223116,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.93,eV,642.4051730569948,1.93,0.02894456975856184,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.936,eV,640.4142479338843,1.936,0.02898248840890057,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.942,eV,638.4356251287332,1.942,0.0290204070592393,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.948,eV,636.4691909650924,1.948,0.029058325709578024,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.954,eV,634.514833162743,1.954,0.02909624435991675,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.96,eV,632.5724408163265,1.96,0.02913416301025548,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.966,eV,630.6419043743641,1.966,0.029172081660594207,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.972,eV,628.7231156186613,1.972,0.029210000310932932,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.978,eV,626.8159676440849,1.978,0.02924791896127166,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.984,eV,624.9203548387096,1.984,0.02928583761161039,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.99,eV,623.0361728643215,1.99,0.029323756261949115,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.996,eV,621.1633186372745,1.996,0.029361674912287843,0.006319775056454535,7.394085344003543e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.002,eV,619.3016903096903,2.002,0.02939959356262657,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.008,eV,617.451187250996,2.008,0.0294375122129653,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.014,eV,615.6117100297914,2.014,0.029475430863304026,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.02,eV,613.7831603960395,2.02,0.02951334951364275,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.026,eV,611.9654412635736,2.026,0.029551268163981483,0.006319775056454979,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.032,eV,610.1584566929133,2.032,0.02958918681432021,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.038,eV,608.3621118743866,2.038,0.029627105464658934,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.044,eV,606.5763131115459,2.044,0.029665024114997662,0.006319775056454535,635.0485652242767,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.05,eV,604.800967804878,2.05,0.029702942765336388,7.626902557747218,906.2797933506571,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.056,eV,603.0359844357976,2.056,0.12118785480797112,10.881677295264026,-157.53145288847838,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.062,eV,601.2812725509215,2.062,0.1602830703085087,5.736525123086098,-527.6102826728645,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.068,eV,599.536742746615,2.068,0.19002615628500366,4.55035390318994,-154.5867888107844,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.074,eV,597.8023066538091,2.074,0.2148873171467884,3.881483657356645,-93.20439363120573,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.08,eV,596.0778769230768,2.08,0.2366039601732832,3.431901179615487,-65.02153231625391,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.086,eV,594.3633672099712,2.086,0.2560701313021745,3.1012252695615885,-48.99335392793509,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.092,eV,592.6586921606117,2.092,0.27381866340802213,2.843980932480271,-38.76901118243447,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.098,eV,590.9637673975215,2.098,0.2901979024919379,2.635997135372371,-31.746161150949717,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.104,eV,589.2785095057034,2.104,0.3054506290324905,2.4630269986688766,-26.663482061796344,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.11,eV,587.6028360189573,2.11,0.3197542264759645,2.3160353506308127,-22.838438208876852,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.116,eV,585.9366654064271,2.116,0.3332430532400602,2.188965740162356,-19.870250524028705,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.122,eV,584.2799170593779,2.122,0.3460218153579129,2.0775923443424666,-17.509287892520973,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.128,eV,582.6325112781955,2.128,0.3581741613721698,1.9788542854521047,-15.593693853186949,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.134,eV,580.9943692596064,2.134,0.3697680667833382,1.8904680181042224,-14.012872342538827,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.14,eV,579.3654130841121,2.14,0.3808597775894204,1.8106998173416393,-12.688879468211212,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.146,eV,577.7455657036346,2.146,0.39149646459143794,1.7382014644856874,-11.566241649153937,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.152,eV,576.1347509293679,2.152,0.40171819516324864,1.6719049175517924,-10.604406995423261,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.158,eV,574.5328934198332,2.158,0.4115593236020595,1.610948580540608,-9.772478828965149,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.164,eV,572.9399186691312,2.164,0.42104957812973587,1.554635171604211,-9.046582444007925,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.17,eV,571.3557529953916,2.17,0.43021494566131013,1.5023895912125127,-8.408636261919511,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.176,eV,569.7803235294117,2.176,0.439078253224286,1.4537315364611771,-7.843894140902293,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.182,eV,568.213558203483,2.182,0.4476597240988443,1.4082628615216848,-7.341120925300274,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.188,eV,566.6553857404022,2.188,0.4559774075625462,1.365638085357574,-6.891363600449395,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.194,eV,565.1057356426618,2.194,0.4640473811231353,1.3255664983162916,-6.486546898222187,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.2,eV,563.5645381818181,2.2,0.4718842055423416,1.2877995225789078,-6.120526592869865,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.206,eV,562.0317243880326,2.206,0.47950097539408226,1.252120179201853,-5.788387303791026,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.212,eV,560.507226039783,2.212,0.4869096476927639,1.2183388749334156,-5.485915847616582,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.218,eV,558.9909756537421,2.218,0.49412104189328326,1.1862891890304539,-5.209250139589145,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.224,eV,557.4829064748201,2.224,0.5011451179611294,1.155827873258346,-4.9552302921818665,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.23,eV,555.9829524663677,2.23,0.5079909763723834,1.1268264255242713,-4.721574164400735,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.236,eV,554.4910483005366,2.236,0.5146670350674206,1.0991689832855371,-4.506175164558812,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.242,eV,553.0071293487957,2.242,0.5211810041718099,1.0727523235495653,-4.3064000530523145,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.248,eV,551.5311316725978,2.248,0.5275400629500154,1.0474921826489094,-4.1208444354196985,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.254,eV,550.062992014197,2.254,0.5337509103635969,1.0233021903245287,-3.948981663747759,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.26,eV,548.6026477876106,2.26,0.5398196892339093,1.000104402683938,-3.7885295970401245,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
